region_code,region_name,country_code,observed_city,resolved_timezone,time,precipitation_sum,wind_speed_10m_max,temperature_2m_max
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-01,9.1,12.6,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-02,3.9,8.4,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-03,7.3,10.1,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-04,19.8,12.8,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-05,31.0,12.1,30.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-06,15.4,6.9,28.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-07,11.7,11.7,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-08,5.4,11.4,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-09,3.7,11.8,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-10,5.5,9.5,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-11,15.7,7.9,27.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-12,9.2,10.5,28.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-13,3.1,8.7,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-14,8.5,8.6,27.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-15,16.3,10.0,29.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-16,25.6,11.6,27.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-17,2.2,10.1,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-18,1.6,11.9,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-19,17.5,8.9,28.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-20,4.1,6.4,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-21,16.7,9.0,28.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-22,6.2,11.8,27.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-23,10.0,12.0,29.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-24,5.3,14.2,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-25,5.6,7.1,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-26,4.1,10.5,31.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-27,26.0,8.9,27.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-28,1.6,11.7,28.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-29,14.8,7.6,28.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-30,1.8,9.5,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-01-31,5.9,10.4,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-01,11.1,14.4,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-02,1.1,13.6,28.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-03,1.2,9.9,30.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-04,4.7,11.2,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-05,0.1,10.9,31.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-06,2.2,9.0,31.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-07,17.6,9.0,28.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-08,3.9,10.5,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-09,2.1,11.6,29.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-10,7.3,14.0,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-11,4.7,15.5,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-12,17.0,12.9,28.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-13,13.9,7.1,26.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-14,7.6,8.5,28.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-15,2.7,10.8,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-16,0.5,14.3,30.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-17,0.9,15.2,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-18,7.7,11.5,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-19,10.2,11.1,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-20,17.9,6.4,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-21,3.9,8.1,27.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-22,5.9,9.0,27.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-23,12.8,8.7,28.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-24,30.9,12.2,27.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-25,8.0,12.6,27.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-26,19.1,12.3,26.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-27,6.6,10.7,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-02-28,7.3,10.4,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-01,11.3,14.1,28.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-02,6.8,10.9,30.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-03,0.3,8.3,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-04,4.0,8.3,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-05,2.2,10.9,31.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-06,5.5,8.0,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-07,15.8,8.8,26.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-08,1.1,11.4,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-09,16.6,14.1,27.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-10,0.7,10.2,31.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-11,4.3,8.3,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-12,0.9,8.0,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-13,2.3,8.7,30.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-14,7.3,6.2,27.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-15,1.3,14.0,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-16,9.2,12.4,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-17,25.8,16.3,25.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-18,6.0,12.8,25.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-19,0.2,9.0,28.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-20,26.8,6.1,25.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-21,28.2,6.9,26.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-22,14.2,11.2,28.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-23,3.0,4.9,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-24,17.1,9.9,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-25,1.2,9.6,29.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-26,6.1,8.0,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-27,14.4,10.8,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-28,6.0,9.8,27.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-29,2.0,7.1,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-30,1.6,13.8,31.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-03-31,0.8,9.7,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-01,0.5,12.2,31.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-02,1.3,9.7,30.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-03,3.1,12.3,27.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-04,8.8,10.3,30.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-05,1.7,10.4,31.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-06,8.8,8.4,28.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-07,1.7,13.0,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-08,10.7,7.6,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-09,5.2,11.0,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-10,10.6,7.3,28.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-11,9.9,11.3,27.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-12,1.9,15.3,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-13,0.1,14.8,29.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-14,0.3,11.4,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-15,2.3,5.4,30.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-16,6.5,7.4,30.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-17,6.3,6.4,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-18,8.1,6.3,28.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-19,13.8,8.7,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-20,5.4,9.8,30.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-21,2.3,10.7,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-22,9.7,11.5,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-23,3.1,9.2,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-24,0.1,5.4,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-25,7.6,9.9,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-26,7.6,10.8,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-27,19.6,16.5,27.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-28,7.5,12.0,24.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-29,0.0,12.6,26.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-04-30,0.6,12.4,29.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-01,12.4,9.4,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-02,4.6,8.2,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-03,3.0,7.9,28.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-04,6.0,7.0,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-05,5.1,11.3,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-06,3.2,7.6,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-07,3.0,7.1,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-08,1.2,8.0,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-09,1.1,11.0,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-10,8.8,5.9,28.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-11,13.5,6.0,28.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-12,1.9,9.7,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-13,0.7,9.1,31.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-14,6.7,9.3,30.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-15,0.7,11.2,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-16,9.1,6.3,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-17,0.3,10.0,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-18,5.0,9.7,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-19,2.5,11.4,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-20,6.2,12.1,30.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-21,11.1,8.0,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-22,3.4,5.1,28.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-23,9.7,5.7,28.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-24,9.5,5.8,28.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-25,0.9,7.6,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-26,0.6,9.8,30.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-27,9.6,6.8,29.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-28,20.5,10.7,25.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-29,0.7,13.1,27.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-30,0.2,8.9,27.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-05-31,1.5,9.7,26.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-01,0.0,11.8,25.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-02,0.0,7.4,26.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-03,1.1,5.9,28.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-04,0.5,5.8,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-05,0.4,6.9,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-06,17.1,6.6,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-07,0.7,8.9,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-08,2.4,9.7,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-09,12.8,19.3,29.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-10,15.4,17.3,19.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-11,0.0,7.9,23.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-12,0.4,8.1,27.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-13,0.2,6.2,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-14,0.1,6.7,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-15,0.0,6.9,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-16,0.0,6.4,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-17,0.1,6.6,29.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-18,0.5,9.2,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-19,10.0,20.6,26.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-20,0.0,16.1,22.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-21,0.0,8.0,25.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-22,0.0,6.6,27.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-23,0.0,6.2,28.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-24,0.7,7.6,29.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-25,0.0,6.5,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-26,0.0,7.1,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-27,0.4,8.1,30.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-28,0.0,7.4,30.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-29,0.0,7.7,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-06-30,0.0,10.0,29.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-01,0.0,11.2,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-02,0.0,11.2,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-03,0.0,11.3,29.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-04,0.0,7.3,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-05,0.0,6.2,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-06,0.1,6.4,30.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-07,0.5,10.5,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-08,0.2,7.3,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-09,0.0,6.8,31.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-10,0.0,8.1,32.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-11,0.0,12.6,32.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-12,0.0,9.2,32.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-13,0.0,7.6,31.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-14,0.0,9.8,32.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-15,0.0,9.7,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-16,0.0,13.3,31.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-17,3.2,21.7,31.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-18,0.0,18.5,21.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-19,0.0,11.8,25.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-20,0.0,8.6,27.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-21,0.0,7.0,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-22,0.0,7.4,31.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-23,0.0,8.2,33.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-24,0.0,7.3,32.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-25,0.0,9.7,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-26,0.0,9.6,34.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-27,0.0,10.7,34.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-28,0.0,8.6,33.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-29,0.0,9.2,33.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-30,0.0,8.1,33.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-07-31,0.0,7.0,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-01,0.0,7.3,33.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-02,0.0,9.6,33.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-03,0.0,15.0,32.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-04,0.0,10.2,31.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-05,0.0,8.3,32.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-06,0.0,8.9,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-07,0.0,8.7,34.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-08,0.0,12.5,33.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-09,1.6,9.0,34.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-10,2.9,11.2,32.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-11,0.2,13.9,32.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-12,0.0,13.0,32.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-13,0.9,9.7,33.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-14,5.4,7.6,32.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-15,2.5,7.1,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-16,0.6,9.7,34.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-17,9.9,13.4,27.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-18,5.4,9.0,28.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-19,0.0,8.7,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-20,1.8,15.1,30.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-21,0.4,20.7,28.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-22,0.0,8.7,30.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-23,0.0,6.9,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-24,0.0,9.5,33.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-25,0.7,9.1,33.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-26,1.7,13.7,33.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-27,0.0,6.0,33.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-28,0.0,6.9,33.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-29,0.8,11.7,34.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-30,1.7,7.7,34.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-08-31,2.8,7.1,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-01,0.5,6.3,33.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-02,0.0,7.6,34.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-03,0.5,13.9,33.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-04,0.5,11.3,35.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-05,0.7,13.0,35.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-06,4.2,10.6,34.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-07,0.0,9.1,34.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-08,4.2,12.6,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-09,0.1,11.9,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-10,0.0,13.2,34.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-11,1.2,8.0,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-12,1.2,17.4,33.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-13,0.0,8.5,33.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-14,3.7,10.4,34.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-15,3.2,8.8,33.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-16,6.9,21.0,31.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-17,0.0,16.0,31.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-18,0.0,8.8,33.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-19,0.0,8.9,34.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-20,0.0,8.6,35.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-21,0.0,10.0,35.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-22,6.8,14.8,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-23,2.1,9.2,32.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-24,2.4,8.2,31.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-25,0.7,8.9,32.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-26,1.7,6.8,32.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-27,12.8,6.6,31.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-28,4.6,7.9,30.4
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-29,12.8,10.1,32.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-09-30,4.7,9.0,32.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-01,0.2,17.3,33.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-02,1.0,15.7,34.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-03,17.8,13.1,31.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-04,3.3,9.2,32.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-05,0.0,9.0,33.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-06,3.1,12.0,33.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-07,1.1,12.1,33.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-08,0.0,11.5,33.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-09,1.9,10.2,34.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-10,7.9,10.0,33.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-11,1.6,7.8,33.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-12,9.2,17.7,30.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-13,4.6,9.4,34.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-14,20.9,18.4,25.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-15,0.0,13.0,28.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-16,0.3,6.5,32.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-17,3.0,10.2,34.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-18,0.2,9.8,34.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-19,4.0,10.5,32.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-20,13.2,10.5,29.6
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-21,6.5,9.0,29.9
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-22,0.1,10.9,30.2
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-23,15.1,8.7,28.5
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-24,0.9,7.9,29.0
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-25,4.9,16.3,31.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-26,0.2,10.3,32.1
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-27,2.1,11.0,31.8
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-28,5.5,11.9,29.3
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-29,8.8,10.5,29.7
AC,Acre,BR,Rio Branco,America/Rio_Branco,2017-10-30,8.0,13.5,30.6
