city,country_code,time,precipitation_sum,wind_speed_10m_max,temperature_2m_max
belo horizonte,BR,2017-05-04,0.0,16.9,24.2
belo horizonte,BR,2017-05-05,0.0,13.0,25.0
belo horizonte,BR,2017-05-06,2.0,11.8,24.5
belo horizonte,BR,2017-05-07,0.3,13.3,24.6
belo horizonte,BR,2017-05-08,0.0,15.3,25.3
belo horizonte,BR,2017-05-09,0.0,12.9,25.8
belo horizonte,BR,2017-05-10,0.0,9.8,26.3
belo horizonte,BR,2017-05-11,1.2,18.1,24.5
belo horizonte,BR,2017-05-12,0.0,19.4,22.5
belo horizonte,BR,2017-05-13,0.0,11.6,24.8
belo horizonte,BR,2017-05-14,0.0,27.8,28.0
belo horizonte,BR,2017-05-15,0.0,15.5,23.4
belo horizonte,BR,2017-05-16,1.4,16.0,24.1
belo horizonte,BR,2017-05-17,0.7,16.7,20.9
belo horizonte,BR,2017-05-18,0.4,16.7,20.9
belo horizonte,BR,2017-05-19,6.7,18.0,20.8
belo horizonte,BR,2017-05-20,15.5,12.5,20.4
belo horizonte,BR,2017-05-21,0.8,17.3,21.9
belo horizonte,BR,2017-05-22,3.6,12.7,24.0
belo horizonte,BR,2017-05-23,0.5,12.6,23.8
belo horizonte,BR,2017-05-24,0.2,14.5,24.0
belo horizonte,BR,2017-05-25,0.5,17.3,23.3
belo horizonte,BR,2017-05-26,0.2,15.6,22.2
belo horizonte,BR,2017-05-27,0.0,11.2,23.3
belo horizonte,BR,2017-05-28,0.0,16.2,22.3
belo horizonte,BR,2017-05-29,0.0,10.8,22.6
belo horizonte,BR,2017-05-30,0.0,10.4,23.6
belo horizonte,BR,2017-05-31,0.0,12.6,23.9
belo horizonte,BR,2017-06-01,0.1,16.1,26.3
belo horizonte,BR,2017-06-02,0.0,18.0,25.3
belo horizonte,BR,2017-06-03,0.2,16.2,24.5
belo horizonte,BR,2017-06-04,0.0,14.4,25.0
belo horizonte,BR,2017-06-05,0.0,8.2,25.4
belo horizonte,BR,2017-06-06,0.0,7.7,26.0
belo horizonte,BR,2017-06-07,0.0,10.8,27.6
belo horizonte,BR,2017-06-08,0.0,11.6,25.6
belo horizonte,BR,2017-06-09,0.0,17.7,26.9
belo horizonte,BR,2017-06-10,0.0,12.3,24.6
belo horizonte,BR,2017-06-11,0.0,14.8,24.6
belo horizonte,BR,2017-06-12,6.4,15.2,24.8
belo horizonte,BR,2017-06-13,4.0,15.9,24.6
belo horizonte,BR,2017-06-14,0.3,13.0,22.8
belo horizonte,BR,2017-06-15,0.4,19.1,22.4
belo horizonte,BR,2017-06-16,0.0,13.9,21.8
belo horizonte,BR,2017-06-17,0.0,13.1,22.8
belo horizonte,BR,2017-06-18,0.0,10.7,22.0
belo horizonte,BR,2017-06-19,0.0,9.7,23.7
belo horizonte,BR,2017-06-20,0.0,11.8,22.7
belo horizonte,BR,2017-06-21,0.1,19.6,21.0
belo horizonte,BR,2017-06-22,0.0,24.1,21.8
belo horizonte,BR,2017-06-23,0.0,20.8,21.2
belo horizonte,BR,2017-06-24,0.0,16.9,21.9
belo horizonte,BR,2017-06-25,0.0,18.6,22.3
belo horizonte,BR,2017-06-26,0.3,23.9,21.1
belo horizonte,BR,2017-06-27,0.7,23.1,20.8
belo horizonte,BR,2017-06-28,0.7,19.1,21.4
belo horizonte,BR,2017-06-29,0.0,14.7,22.3
belo horizonte,BR,2017-06-30,0.0,10.5,21.5
belo horizonte,BR,2017-07-01,0.0,12.6,23.2
belo horizonte,BR,2017-07-02,0.0,22.8,20.9
belo horizonte,BR,2017-07-03,0.0,23.4,18.2
belo horizonte,BR,2017-07-04,0.0,26.5,17.8
belo horizonte,BR,2017-07-05,0.0,23.8,16.6
belo horizonte,BR,2017-07-06,0.0,19.5,18.8
belo horizonte,BR,2017-07-07,0.0,17.3,19.2
belo horizonte,BR,2017-07-08,0.0,23.7,18.8
belo horizonte,BR,2017-07-09,0.0,22.2,20.5
belo horizonte,BR,2017-07-10,0.1,19.6,18.8
belo horizonte,BR,2017-07-11,0.0,15.6,22.7
belo horizonte,BR,2017-07-12,0.0,16.9,22.8
belo horizonte,BR,2017-07-13,0.0,18.9,21.7
belo horizonte,BR,2017-07-14,0.0,17.9,21.1
belo horizonte,BR,2017-07-15,0.3,22.2,19.1
belo horizonte,BR,2017-07-16,0.0,15.0,22.5
belo horizonte,BR,2017-07-17,0.0,11.4,22.4
belo horizonte,BR,2017-07-18,0.0,15.7,23.2
belo horizonte,BR,2017-07-19,0.1,21.7,21.2
belo horizonte,BR,2017-07-20,0.0,17.5,21.6
belo horizonte,BR,2017-07-21,0.0,12.4,24.3
belo horizonte,BR,2017-07-22,0.0,11.3,25.0
belo horizonte,BR,2017-07-23,0.0,18.8,22.5
belo horizonte,BR,2017-07-24,0.1,20.4,21.7
belo horizonte,BR,2017-07-25,0.0,15.6,21.6
belo horizonte,BR,2017-07-26,0.0,18.0,22.7
belo horizonte,BR,2017-07-27,0.0,16.3,21.7
belo horizonte,BR,2017-07-28,0.0,21.0,22.4
belo horizonte,BR,2017-07-29,0.2,26.5,20.3
belo horizonte,BR,2017-07-30,0.0,20.5,21.0
belo horizonte,BR,2017-07-31,0.0,15.6,20.6
belo horizonte,BR,2017-08-01,0.0,13.8,19.5
belo horizonte,BR,2017-08-02,0.0,14.5,23.1
belo horizonte,BR,2017-08-03,0.0,20.7,26.3
belo horizonte,BR,2017-08-04,0.0,20.7,25.7
belo horizonte,BR,2017-08-05,0.0,23.4,24.5
belo horizonte,BR,2017-08-06,0.0,23.5,23.8
belo horizonte,BR,2017-08-07,0.0,15.9,23.6
belo horizonte,BR,2017-08-08,0.0,13.5,26.3
belo horizonte,BR,2017-08-09,0.0,14.2,27.9
belo horizonte,BR,2017-08-10,0.0,15.3,29.4
belo horizonte,BR,2017-08-11,0.0,22.3,25.6
belo horizonte,BR,2017-08-12,0.0,19.1,24.9
belo horizonte,BR,2017-08-13,0.0,15.5,26.5
belo horizonte,BR,2017-08-14,0.0,13.7,29.2
belo horizonte,BR,2017-08-15,0.0,20.3,26.5
belo horizonte,BR,2017-08-16,0.0,15.4,25.5
belo horizonte,BR,2017-08-17,0.0,16.6,27.1
belo horizonte,BR,2017-08-18,0.0,16.9,26.2
belo horizonte,BR,2017-08-19,0.0,19.1,26.6
belo horizonte,BR,2017-08-20,0.0,25.8,29.0
belo horizonte,BR,2017-08-21,1.3,25.4,27.2
belo horizonte,BR,2017-08-22,0.0,25.7,21.7
belo horizonte,BR,2017-08-23,0.0,19.8,21.4
belo horizonte,BR,2017-08-24,0.0,21.0,23.7
belo horizonte,BR,2017-08-25,0.0,20.2,23.0
belo horizonte,BR,2017-08-26,0.0,16.6,24.3
belo horizonte,BR,2017-08-27,0.0,18.7,25.7
belo horizonte,BR,2017-08-28,0.0,16.9,27.8
belo horizonte,BR,2017-08-29,0.0,16.4,26.7
belo horizonte,BR,2017-08-30,0.0,14.7,28.8
belo horizonte,BR,2017-08-31,0.0,27.5,30.7
belo horizonte,BR,2017-09-01,0.0,26.0,24.0
belo horizonte,BR,2017-09-02,0.0,18.9,23.3
belo horizonte,BR,2017-09-03,0.0,23.4,22.9
belo horizonte,BR,2017-09-04,0.0,23.9,23.0
belo horizonte,BR,2017-09-05,0.0,16.8,24.7
belo horizonte,BR,2017-09-06,0.0,15.0,26.5
belo horizonte,BR,2017-09-07,0.0,17.1,26.9
belo horizonte,BR,2017-09-08,0.0,17.6,25.8
belo horizonte,BR,2017-09-09,0.0,19.1,26.1
belo horizonte,BR,2017-09-10,0.0,23.4,24.1
belo horizonte,BR,2017-09-11,0.0,20.1,26.8
belo horizonte,BR,2017-09-12,0.0,24.7,26.8
belo horizonte,BR,2017-09-13,0.0,22.0,26.4
belo horizonte,BR,2017-09-14,0.0,21.7,27.3
belo horizonte,BR,2017-09-15,0.0,20.3,28.8
belo horizonte,BR,2017-09-16,0.0,21.6,27.3
belo horizonte,BR,2017-09-17,0.0,22.2,26.8
belo horizonte,BR,2017-09-18,0.0,22.1,25.8
belo horizonte,BR,2017-09-19,0.0,25.0,26.9
belo horizonte,BR,2017-09-20,0.0,26.1,25.8
belo horizonte,BR,2017-09-21,0.0,21.7,24.8
belo horizonte,BR,2017-09-22,0.0,19.3,25.5
belo horizonte,BR,2017-09-23,0.0,19.0,26.0
belo horizonte,BR,2017-09-24,0.0,18.2,26.8
belo horizonte,BR,2017-09-25,0.1,21.6,24.3
belo horizonte,BR,2017-09-26,0.1,21.8,23.5
belo horizonte,BR,2017-09-27,0.0,21.9,26.2
belo horizonte,BR,2017-09-28,0.7,15.6,28.5
belo horizonte,BR,2017-09-29,1.4,20.7,28.9
belo horizonte,BR,2017-09-30,9.0,20.0,20.8
belo horizonte,BR,2017-10-01,4.2,12.9,26.8
belo horizonte,BR,2017-10-02,15.2,22.1,28.4
belo horizonte,BR,2017-10-03,1.3,12.7,21.2
belo horizonte,BR,2017-10-04,2.0,21.7,22.7
belo horizonte,BR,2017-10-05,0.2,24.4,26.7
belo horizonte,BR,2017-10-06,0.0,21.2,27.7
belo horizonte,BR,2017-10-07,0.0,17.0,26.8
belo horizonte,BR,2017-10-08,0.0,21.9,27.9
belo horizonte,BR,2017-10-09,0.0,19.5,28.0
belo horizonte,BR,2017-10-10,0.0,18.6,29.7
belo horizonte,BR,2017-10-11,0.0,17.7,30.4
belo horizonte,BR,2017-10-12,0.0,18.8,31.5
belo horizonte,BR,2017-10-13,0.0,16.8,30.5
belo horizonte,BR,2017-10-14,0.0,12.8,31.9
belo horizonte,BR,2017-10-15,0.0,23.6,31.1
belo horizonte,BR,2017-10-16,0.0,24.7,26.7
belo horizonte,BR,2017-10-17,0.4,23.7,26.2
belo horizonte,BR,2017-10-18,0.0,23.0,28.5
belo horizonte,BR,2017-10-19,0.0,21.1,28.8
belo horizonte,BR,2017-10-20,0.0,16.3,30.4
belo horizonte,BR,2017-10-21,0.0,23.3,33.4
belo horizonte,BR,2017-10-22,0.1,19.5,32.6
belo horizonte,BR,2017-10-23,4.3,22.3,29.7
belo horizonte,BR,2017-10-24,0.0,18.9,27.0
belo horizonte,BR,2017-10-25,0.3,21.2,28.1
belo horizonte,BR,2017-10-26,0.8,18.2,27.8
belo horizonte,BR,2017-10-27,5.9,14.5,29.8
belo horizonte,BR,2017-10-28,2.2,18.8,26.4
belo horizonte,BR,2017-10-29,4.4,23.2,26.7
belo horizonte,BR,2017-10-30,11.7,19.5,26.1
belo horizonte,BR,2017-10-31,8.7,19.8,26.7
belo horizonte,BR,2017-11-01,2.6,21.2,19.1
belo horizonte,BR,2017-11-02,0.0,18.2,22.0
belo horizonte,BR,2017-11-03,0.0,20.1,24.2
belo horizonte,BR,2017-11-04,0.4,17.5,26.2
belo horizonte,BR,2017-11-05,0.6,17.3,26.2
belo horizonte,BR,2017-11-06,22.4,18.9,25.5
belo horizonte,BR,2017-11-07,0.7,18.2,21.8
belo horizonte,BR,2017-11-08,0.6,18.2,20.6
belo horizonte,BR,2017-11-09,4.9,17.4,21.2
belo horizonte,BR,2017-11-10,4.0,15.0,21.9
belo horizonte,BR,2017-11-11,19.0,16.3,21.1
belo horizonte,BR,2017-11-12,7.2,18.8,25.6
belo horizonte,BR,2017-11-13,0.0,16.4,27.7
belo horizonte,BR,2017-11-14,0.1,17.6,25.6
belo horizonte,BR,2017-11-15,0.1,20.7,25.6
belo horizonte,BR,2017-11-16,0.0,15.9,26.0
belo horizonte,BR,2017-11-17,0.0,12.6,27.3
belo horizonte,BR,2017-11-18,6.9,15.4,27.0
belo horizonte,BR,2017-11-19,12.9,9.7,25.3
belo horizonte,BR,2017-11-20,18.0,13.1,26.6
belo horizonte,BR,2017-11-21,3.0,13.5,25.3
belo horizonte,BR,2017-11-22,8.8,19.8,23.3
belo horizonte,BR,2017-11-23,8.3,17.6,23.7
belo horizonte,BR,2017-11-24,6.6,15.3,22.8
belo horizonte,BR,2017-11-25,0.3,18.1,25.9
belo horizonte,BR,2017-11-26,0.3,16.6,25.6
belo horizonte,BR,2017-11-27,5.3,10.8,26.1
belo horizonte,BR,2017-11-28,7.6,11.9,26.7
belo horizonte,BR,2017-11-29,3.4,20.2,26.2
belo horizonte,BR,2017-11-30,10.8,15.8,24.5
belo horizonte,BR,2017-12-01,37.5,12.8,20.6
belo horizonte,BR,2017-12-02,17.4,11.5,22.9
belo horizonte,BR,2017-12-03,18.5,15.5,24.7
belo horizonte,BR,2017-12-04,17.8,15.5,25.3
belo horizonte,BR,2017-12-05,4.2,11.8,27.6
belo horizonte,BR,2017-12-06,1.0,14.2,23.9
belo horizonte,BR,2017-12-07,6.4,16.3,23.0
belo horizonte,BR,2017-12-08,16.3,16.7,24.9
belo horizonte,BR,2017-12-09,8.0,12.4,27.0
belo horizonte,BR,2017-12-10,1.5,12.1,26.5
belo horizonte,BR,2017-12-11,4.3,14.0,23.4
belo horizonte,BR,2017-12-12,1.3,15.7,24.9
belo horizonte,BR,2017-12-13,2.0,18.0,23.4
belo horizonte,BR,2017-12-14,1.9,20.0,22.6
belo horizonte,BR,2017-12-15,3.5,15.5,24.5
belo horizonte,BR,2017-12-16,5.8,10.2,25.8
belo horizonte,BR,2017-12-17,0.2,15.1,26.3
belo horizonte,BR,2017-12-18,0.0,16.2,27.8
belo horizonte,BR,2017-12-19,0.2,16.8,26.5
belo horizonte,BR,2017-12-20,0.0,17.2,27.8
belo horizonte,BR,2017-12-21,0.9,13.4,26.1
belo horizonte,BR,2017-12-22,0.1,13.4,26.4
belo horizonte,BR,2017-12-23,0.3,13.7,27.8
belo horizonte,BR,2017-12-24,0.2,10.5,29.5
belo horizonte,BR,2017-12-25,1.3,8.4,29.6
belo horizonte,BR,2017-12-26,3.5,13.0,30.0
belo horizonte,BR,2017-12-27,1.5,13.4,28.9
belo horizonte,BR,2017-12-28,0.6,16.9,29.3
belo horizonte,BR,2017-12-29,0.7,16.0,28.1
belo horizonte,BR,2017-12-30,5.2,13.8,25.8
belo horizonte,BR,2017-12-31,8.5,20.2,26.0
belo horizonte,BR,2018-01-01,15.0,20.8,25.9
belo horizonte,BR,2018-01-02,1.1,17.7,27.7
belo horizonte,BR,2018-01-03,7.3,19.5,27.8
belo horizonte,BR,2018-01-04,7.8,17.5,22.5
belo horizonte,BR,2018-01-05,17.2,13.4,24.4
belo horizonte,BR,2018-01-06,1.4,12.4,24.6
belo horizonte,BR,2018-01-07,2.2,14.0,26.3
belo horizonte,BR,2018-01-08,0.2,20.9,26.4
belo horizonte,BR,2018-01-09,0.0,20.9,27.4
belo horizonte,BR,2018-01-10,0.2,19.9,26.5
belo horizonte,BR,2018-01-11,0.0,16.3,27.2
belo horizonte,BR,2018-01-12,0.6,10.8,25.7
belo horizonte,BR,2018-01-13,0.3,11.9,27.5
belo horizonte,BR,2018-01-14,3.7,15.8,26.8
belo horizonte,BR,2018-01-15,8.6,12.3,26.8
belo horizonte,BR,2018-01-16,2.1,13.8,27.8
belo horizonte,BR,2018-01-17,0.0,16.4,28.6
belo horizonte,BR,2018-01-18,0.0,15.2,29.9
belo horizonte,BR,2018-01-19,0.0,11.2,30.3
belo horizonte,BR,2018-01-20,0.0,14.8,31.9
belo horizonte,BR,2018-01-21,0.0,16.6,30.9
belo horizonte,BR,2018-01-22,0.1,15.6,30.0
belo horizonte,BR,2018-01-23,0.8,15.3,26.5
belo horizonte,BR,2018-01-24,3.1,14.6,28.6
belo horizonte,BR,2018-01-25,0.2,15.1,28.9
belo horizonte,BR,2018-01-26,0.1,20.3,29.8
belo horizonte,BR,2018-01-27,0.3,17.9,29.4
belo horizonte,BR,2018-01-28,0.1,20.7,29.1
belo horizonte,BR,2018-01-29,8.0,12.6,27.1
belo horizonte,BR,2018-01-30,38.5,13.0,25.7
belo horizonte,BR,2018-01-31,13.7,14.3,23.9
belo horizonte,BR,2018-02-01,3.3,12.4,23.7
belo horizonte,BR,2018-02-02,13.3,10.8,22.7
belo horizonte,BR,2018-02-03,5.5,19.6,24.7
belo horizonte,BR,2018-02-04,9.3,18.4,20.5
belo horizonte,BR,2018-02-05,34.0,17.4,19.9
belo horizonte,BR,2018-02-06,9.6,15.2,24.2
belo horizonte,BR,2018-02-07,2.7,18.7,25.6
belo horizonte,BR,2018-02-08,0.6,12.3,26.8
belo horizonte,BR,2018-02-09,1.6,15.6,27.7
belo horizonte,BR,2018-02-10,1.7,14.0,25.7
belo horizonte,BR,2018-02-11,0.0,15.0,27.3
belo horizonte,BR,2018-02-12,0.0,13.4,28.0
belo horizonte,BR,2018-02-13,0.0,18.2,27.9
belo horizonte,BR,2018-02-14,0.6,15.7,26.2
belo horizonte,BR,2018-02-15,0.0,20.7,25.9
belo horizonte,BR,2018-02-16,1.2,14.2,26.1
belo horizonte,BR,2018-02-17,0.4,15.5,25.7
belo horizonte,BR,2018-02-18,0.5,14.2,26.2
belo horizonte,BR,2018-02-19,24.9,12.0,25.4
belo horizonte,BR,2018-02-20,3.5,15.0,25.0
belo horizonte,BR,2018-02-21,11.2,15.3,26.3
belo horizonte,BR,2018-02-22,24.5,17.3,23.9
belo horizonte,BR,2018-02-23,1.7,12.2,25.9
belo horizonte,BR,2018-02-24,10.7,17.5,25.9
belo horizonte,BR,2018-02-25,1.6,15.4,25.6
belo horizonte,BR,2018-02-26,2.2,16.1,25.2
belo horizonte,BR,2018-02-27,2.5,11.9,26.0
belo horizonte,BR,2018-02-28,5.7,12.3,27.9
belo horizonte,BR,2018-03-01,3.3,9.7,27.2
belo horizonte,BR,2018-03-02,10.6,14.6,26.9
belo horizonte,BR,2018-03-03,4.9,12.4,27.8
belo horizonte,BR,2018-03-04,22.7,12.6,27.2
belo horizonte,BR,2018-03-05,14.1,13.4,27.8
belo horizonte,BR,2018-03-06,7.9,11.7,28.2
belo horizonte,BR,2018-03-07,25.8,10.8,28.2
belo horizonte,BR,2018-03-08,16.4,10.5,26.5
belo horizonte,BR,2018-03-09,6.0,12.7,24.6
belo horizonte,BR,2018-03-10,7.5,12.7,26.3
belo horizonte,BR,2018-03-11,23.7,20.1,25.3
belo horizonte,BR,2018-03-12,0.7,11.4,27.9
belo horizonte,BR,2018-03-13,0.7,15.7,28.2
belo horizonte,BR,2018-03-14,0.7,12.8,27.7
belo horizonte,BR,2018-03-15,0.4,10.0,28.2
belo horizonte,BR,2018-03-16,2.7,9.4,28.3
belo horizonte,BR,2018-03-17,6.5,12.0,26.3
belo horizonte,BR,2018-03-18,1.0,13.8,25.4
belo horizonte,BR,2018-03-19,0.2,8.2,27.1
belo horizonte,BR,2018-03-20,0.3,10.2,26.3
belo horizonte,BR,2018-03-21,6.3,8.9,26.5
belo horizonte,BR,2018-03-22,8.0,12.1,25.0
belo horizonte,BR,2018-03-23,1.1,17.1,25.2
belo horizonte,BR,2018-03-24,0.5,20.3,24.6
belo horizonte,BR,2018-03-25,0.3,18.5,25.2
belo horizonte,BR,2018-03-26,0.0,14.1,25.6
belo horizonte,BR,2018-03-27,0.0,14.0,25.8
belo horizonte,BR,2018-03-28,1.2,17.2,24.6
belo horizonte,BR,2018-03-29,0.7,17.4,25.4
belo horizonte,BR,2018-03-30,0.5,17.5,24.6
belo horizonte,BR,2018-03-31,0.1,15.0,25.8
belo horizonte,BR,2018-04-01,0.0,11.5,25.5
belo horizonte,BR,2018-04-02,0.1,8.6,26.4
belo horizonte,BR,2018-04-03,9.7,12.2,27.7
belo horizonte,BR,2018-04-04,11.5,8.3,26.4
belo horizonte,BR,2018-04-05,5.0,12.0,26.2
belo horizonte,BR,2018-04-06,3.9,10.5,23.4
belo horizonte,BR,2018-04-07,2.4,14.1,24.4
belo horizonte,BR,2018-04-08,0.3,13.3,25.1
belo horizonte,BR,2018-04-09,0.7,15.5,24.4
belo horizonte,BR,2018-04-10,1.5,18.1,23.3
belo horizonte,BR,2018-04-11,0.1,18.4,24.1
belo horizonte,BR,2018-04-12,6.1,24.5,22.4
belo horizonte,BR,2018-04-13,0.4,17.6,24.4
belo horizonte,BR,2018-04-14,0.0,13.8,25.9
belo horizonte,BR,2018-04-15,1.3,14.8,24.9
belo horizonte,BR,2018-04-16,1.4,22.9,21.7
belo horizonte,BR,2018-04-17,0.2,19.0,22.7
belo horizonte,BR,2018-04-18,0.1,18.2,21.9
belo horizonte,BR,2018-04-19,0.1,15.3,21.3
belo horizonte,BR,2018-04-20,0.4,11.5,23.9
belo horizonte,BR,2018-04-21,0.3,14.9,22.6
belo horizonte,BR,2018-04-22,0.1,20.1,21.6
belo horizonte,BR,2018-04-23,0.4,18.2,22.5
belo horizonte,BR,2018-04-24,0.9,16.8,23.7
belo horizonte,BR,2018-04-25,0.2,17.4,23.3
belo horizonte,BR,2018-04-26,0.2,17.5,25.0
belo horizonte,BR,2018-04-27,0.2,16.6,25.1
belo horizonte,BR,2018-04-28,0.1,17.7,24.4
belo horizonte,BR,2018-04-29,0.3,15.7,23.8
belo horizonte,BR,2018-04-30,0.0,11.4,25.2
belo horizonte,BR,2018-05-01,0.0,9.0,25.9
belo horizonte,BR,2018-05-02,0.0,14.0,25.7
belo horizonte,BR,2018-05-03,0.0,12.3,25.9
belo horizonte,BR,2018-05-04,0.0,15.5,26.3
belo horizonte,BR,2018-05-05,0.0,16.4,25.6
belo horizonte,BR,2018-05-06,1.8,12.8,25.3
belo horizonte,BR,2018-05-07,0.4,13.8,23.8
belo horizonte,BR,2018-05-08,0.6,17.3,23.6
belo horizonte,BR,2018-05-09,0.3,19.1,23.2
belo horizonte,BR,2018-05-10,0.2,18.4,21.4
belo horizonte,BR,2018-05-11,0.2,9.7,23.9
belo horizonte,BR,2018-05-12,0.4,12.1,25.4
belo horizonte,BR,2018-05-13,0.3,12.4,24.1
belo horizonte,BR,2018-05-14,0.1,22.0,24.0
belo horizonte,BR,2018-05-15,0.4,18.0,24.3
belo horizonte,BR,2018-05-16,0.5,10.5,25.1
belo horizonte,BR,2018-05-17,0.4,14.3,25.0
belo horizonte,BR,2018-05-18,0.6,17.4,24.0
belo horizonte,BR,2018-05-19,25.1,16.6,26.0
belo horizonte,BR,2018-05-20,2.9,24.6,18.7
belo horizonte,BR,2018-05-21,0.0,9.4,20.9
belo horizonte,BR,2018-05-22,0.0,11.5,22.4
belo horizonte,BR,2018-05-23,0.0,13.1,23.8
belo horizonte,BR,2018-05-24,0.1,18.4,22.3
belo horizonte,BR,2018-05-25,0.3,17.6,21.7
belo horizonte,BR,2018-05-26,0.7,18.4,20.5
belo horizonte,BR,2018-05-27,0.0,16.2,21.4
belo horizonte,BR,2018-05-28,0.0,17.7,22.0
belo horizonte,BR,2018-05-29,0.0,18.8,20.5
belo horizonte,BR,2018-05-30,0.0,13.2,21.2
belo horizonte,BR,2018-05-31,0.0,15.7,21.7
belo horizonte,BR,2018-06-01,0.2,12.5,23.1
belo horizonte,BR,2018-06-02,0.0,8.6,24.9
belo horizonte,BR,2018-06-03,0.0,16.8,26.5
belo horizonte,BR,2018-06-04,0.5,21.8,22.5
belo horizonte,BR,2018-06-05,0.2,10.8,22.9
belo horizonte,BR,2018-06-06,0.3,14.8,24.6
belo horizonte,BR,2018-06-07,3.6,16.3,25.9
belo horizonte,BR,2018-06-08,0.4,14.3,25.0
belo horizonte,BR,2018-06-09,0.7,14.2,23.4
belo horizonte,BR,2018-06-10,0.0,16.3,23.5
belo horizonte,BR,2018-06-11,0.0,12.5,23.6
belo horizonte,BR,2018-06-12,0.0,11.9,25.3
belo horizonte,BR,2018-06-13,0.0,8.0,26.2
belo horizonte,BR,2018-06-14,0.2,14.1,26.2
belo horizonte,BR,2018-06-15,0.0,16.8,23.7
belo horizonte,BR,2018-06-16,0.0,14.9,24.1
belo horizonte,BR,2018-06-17,0.1,13.5,22.9
belo horizonte,BR,2018-06-18,0.0,16.2,23.2
belo horizonte,BR,2018-06-19,1.5,19.8,20.6
belo horizonte,BR,2018-06-20,0.0,17.3,22.7
belo horizonte,BR,2018-06-21,0.0,10.1,23.0
belo horizonte,BR,2018-06-22,0.0,7.9,24.8
belo horizonte,BR,2018-06-23,0.0,13.6,24.4
belo horizonte,BR,2018-06-24,0.1,11.6,23.4
belo horizonte,BR,2018-06-25,0.0,15.0,23.8
belo horizonte,BR,2018-06-26,0.2,12.3,24.1
belo horizonte,BR,2018-06-27,0.0,11.9,24.1
belo horizonte,BR,2018-06-28,0.3,20.0,22.2
belo horizonte,BR,2018-06-29,0.0,15.8,21.3
belo horizonte,BR,2018-06-30,0.0,10.0,23.0
belo horizonte,BR,2018-07-01,0.0,12.1,23.4
belo horizonte,BR,2018-07-02,0.0,11.4,24.7
belo horizonte,BR,2018-07-03,0.0,8.4,26.0
belo horizonte,BR,2018-07-04,0.0,12.6,24.6
belo horizonte,BR,2018-07-05,0.0,11.5,23.6
belo horizonte,BR,2018-07-06,0.0,12.5,24.7
belo horizonte,BR,2018-07-07,0.0,12.1,23.3
belo horizonte,BR,2018-07-08,0.0,13.0,25.0
belo horizonte,BR,2018-07-09,0.0,14.3,25.8
belo horizonte,BR,2018-07-10,0.1,15.2,25.8
belo horizonte,BR,2018-07-11,2.2,18.8,22.3
belo horizonte,BR,2018-07-12,0.1,15.0,23.1
belo horizonte,BR,2018-07-13,0.0,15.0,24.0
belo horizonte,BR,2018-07-14,0.1,10.5,24.4
belo horizonte,BR,2018-07-15,0.0,12.0,23.6
belo horizonte,BR,2018-07-16,0.0,12.8,23.8
belo horizonte,BR,2018-07-17,0.0,19.0,23.8
belo horizonte,BR,2018-07-18,0.0,20.8,22.4
belo horizonte,BR,2018-07-19,0.0,13.9,23.8
belo horizonte,BR,2018-07-20,0.0,10.0,24.1
belo horizonte,BR,2018-07-21,0.0,12.9,25.8
belo horizonte,BR,2018-07-22,0.0,18.4,23.9
belo horizonte,BR,2018-07-23,0.0,16.7,22.6
belo horizonte,BR,2018-07-24,0.4,17.2,21.8
belo horizonte,BR,2018-07-25,0.0,16.6,22.7
belo horizonte,BR,2018-07-26,0.0,17.6,22.3
belo horizonte,BR,2018-07-27,0.0,14.1,23.0
belo horizonte,BR,2018-07-28,0.0,11.5,24.1
belo horizonte,BR,2018-07-29,0.0,10.2,24.6
belo horizonte,BR,2018-07-30,0.0,11.5,25.4
belo horizonte,BR,2018-07-31,0.2,20.2,26.8
belo horizonte,BR,2018-08-01,1.1,15.5,24.8
belo horizonte,BR,2018-08-02,3.2,17.6,21.7
belo horizonte,BR,2018-08-03,1.9,20.0,24.6
belo horizonte,BR,2018-08-04,4.2,12.6,20.9
belo horizonte,BR,2018-08-05,0.0,9.7,25.7
belo horizonte,BR,2018-08-06,12.6,15.5,24.2
belo horizonte,BR,2018-08-07,12.7,14.1,23.3
belo horizonte,BR,2018-08-08,0.3,16.6,24.7
belo horizonte,BR,2018-08-09,1.6,13.8,23.4
belo horizonte,BR,2018-08-10,0.0,19.7,24.1
belo horizonte,BR,2018-08-11,0.0,13.8,24.6
belo horizonte,BR,2018-08-12,0.0,15.5,24.9
belo horizonte,BR,2018-08-13,0.0,15.3,24.1
belo horizonte,BR,2018-08-14,0.0,15.0,25.5
belo horizonte,BR,2018-08-15,0.0,18.1,28.1
belo horizonte,BR,2018-08-16,0.8,18.4,24.8
belo horizonte,BR,2018-08-17,4.4,13.4,21.6
belo horizonte,BR,2018-08-18,1.7,18.2,20.9
belo horizonte,BR,2018-08-19,0.1,18.1,21.8
belo horizonte,BR,2018-08-20,0.0,14.3,23.9
belo horizonte,BR,2018-08-21,0.0,13.9,23.0
belo horizonte,BR,2018-08-22,0.0,12.7,23.1
belo horizonte,BR,2018-08-23,0.0,17.2,24.2
belo horizonte,BR,2018-08-24,0.0,16.6,25.2
belo horizonte,BR,2018-08-25,0.0,13.0,25.0
belo horizonte,BR,2018-08-26,3.7,17.6,26.4
belo horizonte,BR,2018-08-27,0.2,20.6,23.1
