source_name,source_group,load_type,adf_pipeline_name,status,window_start,window_end,files_read,started_at,ended_at,duration_sec,error_message
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-06T20:54:40.1748491,2026-09-06T21:08:39.6496018,94.0,2026-09-06T21:08:40.0000000,2026-09-06T21:09:10.0000000,30,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,,2026-09-11T19:57:21.5083017,,2026-09-11T19:57:22.0000000,2026-09-11T19:57:58.0000000,36,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T19:57:21.5083017,2026-09-11T19:58:09.3088771,,2026-09-11T19:58:09.0000000,2026-09-11T19:58:35.0000000,26,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,,2026-09-11T19:58:47.3984960,,2026-09-11T19:58:47.0000000,2026-09-11T19:59:15.0000000,28,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T19:58:47.3984960,2026-09-11T19:59:27.2773325,,2026-09-11T19:59:27.0000000,2026-09-11T19:59:53.0000000,26,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T19:59:27.2773325,2026-09-11T20:00:09.5189211,,2026-09-11T20:00:10.0000000,2026-09-11T20:00:49.0000000,39,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:00:09.5189211,2026-09-11T20:01:12.4619160,,2026-09-11T20:01:12.0000000,2026-09-11T20:01:49.0000000,37,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T19:58:09.3088771,2026-09-11T20:07:59.1454069,,2026-09-11T20:07:59.0000000,2026-09-11T20:08:37.0000000,38,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,,2026-09-11T20:48:04.0035308,,2026-09-11T20:48:04.0000000,2026-09-11T20:48:43.0000000,39,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:48:04.0035308,2026-09-11T20:48:55.8841038,,2026-09-11T20:48:56.0000000,2026-09-11T20:49:25.0000000,29,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:48:55.8841038,2026-09-11T20:49:39.1408480,,2026-09-11T20:49:39.0000000,2026-09-11T20:50:06.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:49:39.1408480,2026-09-11T20:50:27.4890882,,2026-09-11T20:50:27.0000000,2026-09-11T20:50:53.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:50:27.4890882,2026-09-11T20:51:07.5289730,,2026-09-11T20:51:08.0000000,2026-09-11T20:51:35.0000000,27,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:07:59.1454069,2026-09-11T22:13:48.0430561,,2026-09-11T22:13:48.0000000,2026-09-11T22:14:29.0000000,41,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:13:48.0430561,2026-09-11T22:14:42.1060887,,2026-09-11T22:14:42.0000000,2026-09-11T22:15:15.0000000,33,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:01:12.4619160,2026-09-11T22:15:26.5523800,,2026-09-11T22:15:27.0000000,2026-09-11T22:15:54.0000000,27,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:15:26.5523800,2026-09-11T22:16:08.9910157,,2026-09-11T22:16:09.0000000,2026-09-11T22:16:36.0000000,27,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:16:08.9910157,2026-09-11T22:17:24.4654168,,2026-09-11T22:17:24.0000000,2026-09-11T22:17:54.0000000,30,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:17:24.4654168,2026-09-11T22:18:15.9332087,,2026-09-11T22:18:16.0000000,2026-09-11T22:18:49.0000000,33,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T20:51:07.5289730,2026-09-11T22:18:59.5649358,,2026-09-11T22:19:00.0000000,2026-09-11T22:19:25.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:18:59.5649358,2026-09-11T22:19:40.5315853,,2026-09-11T22:19:41.0000000,2026-09-11T22:20:12.0000000,31,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:19:40.5315853,2026-09-11T22:20:32.4114072,,2026-09-11T22:20:32.0000000,2026-09-11T22:21:02.0000000,30,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:20:32.4114072,2026-09-11T22:22:51.3848416,,2026-09-11T22:22:51.0000000,2026-09-11T22:23:26.0000000,35,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:22:51.3848416,2026-09-11T22:23:54.0188609,,2026-09-11T22:23:54.0000000,2026-09-11T22:24:21.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:23:54.0188609,2026-09-11T22:24:33.2816322,,2026-09-11T22:24:33.0000000,2026-09-11T22:25:01.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:24:33.2816322,2026-09-11T22:25:10.9269109,,2026-09-11T22:25:11.0000000,2026-09-11T22:25:38.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:25:10.9269109,2026-09-11T22:25:48.7577011,,2026-09-11T22:25:49.0000000,2026-09-11T22:26:17.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:25:48.7577011,2026-09-11T22:26:32.1651238,,2026-09-11T22:26:32.0000000,2026-09-11T22:26:56.0000000,24,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:26:32.1651238,2026-09-11T22:27:05.7377160,,2026-09-11T22:27:06.0000000,2026-09-11T22:27:44.0000000,38,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:27:05.7377160,2026-09-11T22:28:01.7942323,,2026-09-11T22:28:02.0000000,2026-09-11T22:28:26.0000000,24,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:28:01.7942323,2026-09-11T22:28:36.4823363,,2026-09-11T22:28:36.0000000,2026-09-11T22:29:04.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:28:36.4823363,2026-09-11T22:29:13.9868348,,2026-09-11T22:29:14.0000000,2026-09-11T22:29:41.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:29:13.9868348,2026-09-11T22:29:51.0521238,,2026-09-11T22:29:51.0000000,2026-09-11T22:30:29.0000000,38,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:29:51.0521238,2026-09-11T22:31:02.3996873,,2026-09-11T22:31:02.0000000,2026-09-11T22:31:36.0000000,34,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:31:02.3996873,2026-09-11T22:31:48.7461764,,2026-09-11T22:31:49.0000000,2026-09-11T22:32:18.0000000,29,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:31:48.7461764,2026-09-11T22:32:29.8515752,,2026-09-11T22:32:30.0000000,2026-09-11T22:32:56.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:32:29.8515752,2026-09-11T22:33:13.6690576,,2026-09-11T22:33:14.0000000,2026-09-11T22:33:42.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:33:13.6690576,2026-09-11T22:33:54.2414887,,2026-09-11T22:33:54.0000000,2026-09-11T22:34:20.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:33:54.2414887,2026-09-11T22:34:44.2482084,,2026-09-11T22:34:44.0000000,2026-09-11T22:35:18.0000000,34,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:34:44.2482084,2026-09-11T22:35:27.0562380,,2026-09-11T22:35:27.0000000,2026-09-11T22:35:57.0000000,30,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:35:27.0562380,2026-09-11T22:36:26.7511700,,2026-09-11T22:36:27.0000000,2026-09-11T22:36:59.0000000,32,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:36:26.7511700,2026-09-11T22:37:56.4811121,,2026-09-11T22:37:56.0000000,2026-09-11T22:38:24.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:37:56.4811121,2026-09-11T22:38:50.5502709,,2026-09-11T22:38:51.0000000,2026-09-11T22:39:19.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:38:50.5502709,2026-09-11T22:39:28.3080969,,2026-09-11T22:39:28.0000000,2026-09-11T22:39:56.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:39:28.3080969,2026-09-11T22:40:33.1870321,,2026-09-11T22:40:33.0000000,2026-09-11T22:40:58.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:40:33.1870321,2026-09-11T22:41:14.0971510,,2026-09-11T22:41:14.0000000,2026-09-11T22:41:43.0000000,29,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:41:14.0971510,2026-09-11T22:41:57.9896938,,2026-09-11T22:41:58.0000000,2026-09-11T22:42:26.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:41:57.9896938,2026-09-11T22:42:48.8331444,,2026-09-11T22:42:49.0000000,2026-09-11T22:43:20.0000000,31,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:42:48.8331444,2026-09-11T22:43:43.5199253,,2026-09-11T22:43:44.0000000,2026-09-11T22:44:12.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:43:43.5199253,2026-09-11T22:44:28.1022543,,2026-09-11T22:44:28.0000000,2026-09-11T22:44:56.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:44:28.1022543,2026-09-11T22:45:18.4272123,,2026-09-11T22:45:18.0000000,2026-09-11T22:45:50.0000000,32,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:45:18.4272123,2026-09-11T22:46:09.5335280,,2026-09-11T22:46:10.0000000,2026-09-11T22:46:37.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:46:09.5335280,2026-09-11T22:46:50.6807434,,2026-09-11T22:46:51.0000000,2026-09-11T22:47:15.0000000,24,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:46:50.6807434,2026-09-11T22:47:31.7685785,,2026-09-11T22:47:32.0000000,2026-09-11T22:48:01.0000000,29,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:47:31.7685785,2026-09-11T22:48:12.5977126,,2026-09-11T22:48:13.0000000,2026-09-11T22:48:40.0000000,27,
olist_orders,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T20:56:51.6196203,2026-09-11T23:02:52.0310304,1.0,2026-09-11T23:02:52.0000000,2026-09-11T23:03:29.0000000,37,
olist_order_items,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T20:57:38.4204043,2026-09-11T23:03:45.2663933,1.0,2026-09-11T23:03:45.0000000,2026-09-11T23:04:18.0000000,33,
olist_customers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T20:58:20.0904418,2026-09-11T23:04:29.9942515,1.0,2026-09-11T23:04:30.0000000,2026-09-11T23:04:59.0000000,29,
olist_products,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T20:58:55.4437030,2026-09-11T23:05:38.4090740,1.0,2026-09-11T23:05:38.0000000,2026-09-11T23:06:08.0000000,30,
olist_sellers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T20:59:50.5580433,2026-09-11T23:06:30.5745829,1.0,2026-09-11T23:06:31.0000000,2026-09-11T23:06:56.0000000,25,
olist_order_payments,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T21:01:04.2551050,2026-09-11T23:07:12.8123506,1.0,2026-09-11T23:07:13.0000000,2026-09-11T23:07:45.0000000,32,
olist_order_reviews,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T21:01:53.8283450,2026-09-11T23:08:02.8332518,1.0,2026-09-11T23:08:03.0000000,2026-09-11T23:08:33.0000000,30,
olist_geolocation,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T21:03:03.7938546,2026-09-11T23:08:49.4167954,1.0,2026-09-11T23:08:49.0000000,2026-09-11T23:09:17.0000000,28,
olist_category_xlat,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-06T21:03:47.5608333,2026-09-11T23:09:30.6773312,1.0,2026-09-11T23:09:31.0000000,2026-09-11T23:10:04.0000000,33,
br_merchant_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-06T21:04:33.2164620,2026-09-11T23:10:25.2793285,22.0,2026-09-11T23:10:25.0000000,2026-09-11T23:10:53.0000000,28,
za_vendor_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-06T21:05:17.0389639,2026-09-11T23:11:13.5722526,22.0,2026-09-11T23:11:14.0000000,2026-09-11T23:11:47.0000000,33,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-06T21:06:02.7011040,2026-09-11T23:12:04.1192810,22.0,2026-09-11T23:12:04.0000000,2026-09-11T23:12:36.0000000,32,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-06T21:06:50.5340823,2026-09-11T23:12:50.3660427,22.0,2026-09-11T23:12:50.0000000,2026-09-11T23:13:21.0000000,31,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-06T21:07:58.4251854,2026-09-11T23:13:43.9365390,22.0,2026-09-11T23:13:44.0000000,2026-09-11T23:14:14.0000000,30,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-06T21:08:39.6496018,2026-09-11T23:14:33.5383065,94.0,2026-09-11T23:14:34.0000000,2026-09-11T23:15:05.0000000,31,
olist_orders,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:02:52.0310304,2026-09-12T07:09:12.5054689,1.0,2026-09-12T07:09:13.0000000,2026-09-12T07:09:51.0000000,38,
olist_order_items,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:03:45.2663933,2026-09-12T07:10:09.7473896,1.0,2026-09-12T07:10:10.0000000,2026-09-12T07:10:42.0000000,32,
olist_customers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:04:29.9942515,2026-09-12T07:10:56.4524027,1.0,2026-09-12T07:10:56.0000000,2026-09-12T07:11:26.0000000,30,
olist_products,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:05:38.4090740,2026-09-12T07:11:49.1344318,1.0,2026-09-12T07:11:49.0000000,2026-09-12T07:12:18.0000000,29,
olist_sellers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:06:30.5745829,2026-09-12T07:12:33.7382144,1.0,2026-09-12T07:12:34.0000000,2026-09-12T07:13:01.0000000,27,
olist_order_payments,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:07:12.8123506,2026-09-12T07:13:13.6503172,1.0,2026-09-12T07:13:14.0000000,2026-09-12T07:13:41.0000000,27,
olist_order_reviews,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:08:02.8332518,2026-09-12T07:14:06.5054907,1.0,2026-09-12T07:14:07.0000000,2026-09-12T07:14:32.0000000,25,
olist_geolocation,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:08:49.4167954,2026-09-12T07:14:47.4335066,1.0,2026-09-12T07:14:47.0000000,2026-09-12T07:15:22.0000000,35,
olist_category_xlat,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-11T23:09:30.6773312,2026-09-12T07:15:49.4165803,1.0,2026-09-12T07:15:49.0000000,2026-09-12T07:16:21.0000000,32,
br_merchant_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-11T23:10:25.2793285,2026-09-12T07:16:39.7234705,22.0,2026-09-12T07:16:40.0000000,2026-09-12T07:17:10.0000000,30,
za_vendor_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-11T23:11:13.5722526,2026-09-12T07:17:47.2164109,22.0,2026-09-12T07:17:47.0000000,2026-09-12T07:18:19.0000000,32,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-11T23:12:04.1192810,2026-09-12T07:18:31.5879625,22.0,2026-09-12T07:18:32.0000000,2026-09-12T07:19:00.0000000,28,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-11T23:12:50.3660427,2026-09-12T07:19:16.8428043,22.0,2026-09-12T07:19:17.0000000,2026-09-12T07:19:45.0000000,28,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-11T23:13:43.9365390,2026-09-12T07:20:13.6653661,22.0,2026-09-12T07:20:14.0000000,2026-09-12T07:20:46.0000000,32,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-11T23:14:33.5383065,2026-09-12T07:20:57.7231369,94.0,2026-09-12T07:20:58.0000000,2026-09-12T07:21:34.0000000,36,
olist_orders,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:09:12.5054689,2026-09-12T08:03:46.1873993,1.0,2026-09-12T08:03:46.0000000,2026-09-12T08:04:27.0000000,41,
olist_order_items,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:10:09.7473896,2026-09-12T08:04:42.0303007,1.0,2026-09-12T08:04:42.0000000,2026-09-12T08:05:11.0000000,29,
olist_customers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:10:56.4524027,2026-09-12T08:05:26.9007426,1.0,2026-09-12T08:05:27.0000000,2026-09-12T08:06:07.0000000,40,
olist_products,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:11:49.1344318,2026-09-12T08:06:23.9694613,1.0,2026-09-12T08:06:24.0000000,2026-09-12T08:06:57.0000000,33,
olist_sellers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:12:33.7382144,2026-09-12T08:07:17.0483368,1.0,2026-09-12T08:07:17.0000000,2026-09-12T08:07:49.0000000,32,
olist_order_payments,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:13:13.6503172,2026-09-12T08:08:03.0731059,1.0,2026-09-12T08:08:03.0000000,2026-09-12T08:08:37.0000000,34,
olist_order_reviews,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:14:06.5054907,2026-09-12T08:08:59.8195987,1.0,2026-09-12T08:09:00.0000000,2026-09-12T08:09:36.0000000,36,
olist_geolocation,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:14:47.4335066,2026-09-12T08:09:57.8723315,1.0,2026-09-12T08:09:58.0000000,2026-09-12T08:10:33.0000000,35,
olist_category_xlat,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T07:15:49.4165803,2026-09-12T08:10:50.6874776,1.0,2026-09-12T08:10:51.0000000,2026-09-12T08:11:20.0000000,29,
br_merchant_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-12T07:16:39.7234705,2026-09-12T08:11:47.4128838,22.0,2026-09-12T08:11:47.0000000,2026-09-12T08:12:24.0000000,37,
za_vendor_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-12T07:17:47.2164109,2026-09-12T08:12:41.7087981,22.0,2026-09-12T08:12:42.0000000,2026-09-12T08:13:12.0000000,30,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T12:00:00,2026-09-12T08:13:23.7852975,22.0,2026-09-12T08:13:24.0000000,2026-09-12T08:13:53.0000000,29,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T12:00:00,2026-09-12T08:14:18.9413454,22.0,2026-09-12T08:14:19.0000000,2026-09-12T08:14:45.0000000,26,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T12:00:00,2026-09-12T08:15:10.9563491,22.0,2026-09-12T08:15:11.0000000,2026-09-12T08:15:38.0000000,27,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T12:00:00,2026-09-12T08:16:00.6445597,94.0,2026-09-12T08:16:01.0000000,2026-09-12T08:16:32.0000000,31,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:22:59.3111089,22.0,2026-09-12T08:22:59.0000000,2026-09-12T08:23:35.0000000,36,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:23:46.0508030,22.0,2026-09-12T08:23:46.0000000,2026-09-12T08:24:13.0000000,27,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:24:25.8265652,22.0,2026-09-12T08:24:26.0000000,2026-09-12T08:24:54.0000000,28,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:25:10.8098486,94.0,2026-09-12T08:25:11.0000000,2026-09-12T08:25:42.0000000,31,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T08:00:00,2026-09-12T08:33:00.9253630,,2026-09-12T08:33:01.0000000,2026-09-12T08:33:39.0000000,38,"Quality gate failed: expected at least 22 files, got 0"
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T08:00:00,2026-09-12T08:33:52.5154703,,2026-09-12T08:33:53.0000000,2026-09-12T08:34:25.0000000,32,"Quality gate failed: expected at least 22 files, got 0"
za_customers,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T08:00:00,2026-09-12T08:34:46.8816477,,2026-09-12T08:34:47.0000000,2026-09-12T08:35:19.0000000,32,"Quality gate failed: expected at least 22 files, got 0"
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T08:00:00,2026-09-12T08:35:34.6953498,,2026-09-12T08:35:35.0000000,2026-09-12T08:36:04.0000000,29,"Quality gate failed: expected at least 90 files, got 0"
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:39:01.6254747,0.0,2026-09-12T08:39:02.0000000,2026-09-12T08:39:42.0000000,40,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:40:00.8716711,0.0,2026-09-12T08:40:01.0000000,2026-09-12T08:40:29.0000000,28,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:41:14.4297666,0.0,2026-09-12T08:41:14.0000000,2026-09-12T08:41:41.0000000,27,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:00:00,2026-09-12T08:41:53.0130561,0.0,2026-09-12T08:41:53.0000000,2026-09-12T08:42:21.0000000,28,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:39:01.6254747,2026-09-12T09:20:22.0170261,1.0,2026-09-12T09:20:22.0000000,2026-09-12T09:21:01.0000000,39,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:40:00.8716711,2026-09-12T09:21:33.9727331,0.0,2026-09-12T09:21:34.0000000,2026-09-12T09:21:58.0000000,24,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:41:14.4297666,2026-09-12T09:22:20.6907764,0.0,2026-09-12T09:22:21.0000000,2026-09-12T09:22:49.0000000,28,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T08:41:53.0130561,2026-09-12T09:23:01.1593042,0.0,2026-09-12T09:23:01.0000000,2026-09-12T09:23:29.0000000,28,
olist_orders,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:03:46.1873993,2026-09-12T09:27:51.6757141,1.0,2026-09-12T09:27:52.0000000,2026-09-12T09:28:28.0000000,36,
olist_order_items,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:04:42.0303007,2026-09-12T09:28:41.1191842,1.0,2026-09-12T09:28:41.0000000,2026-09-12T09:29:06.0000000,25,
olist_customers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:05:26.9007426,2026-09-12T09:29:26.4144142,1.0,2026-09-12T09:29:26.0000000,2026-09-12T09:29:55.0000000,29,
olist_products,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:06:23.9694613,2026-09-12T09:30:14.8063464,1.0,2026-09-12T09:30:15.0000000,2026-09-12T09:30:46.0000000,31,
olist_sellers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:07:17.0483368,2026-09-12T09:31:04.4535083,1.0,2026-09-12T09:31:04.0000000,2026-09-12T09:31:31.0000000,27,
olist_order_payments,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:08:03.0731059,2026-09-12T09:31:45.7937643,1.0,2026-09-12T09:31:46.0000000,2026-09-12T09:32:17.0000000,31,
olist_order_reviews,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:08:59.8195987,2026-09-12T09:32:55.6500555,1.0,2026-09-12T09:32:56.0000000,2026-09-12T09:33:25.0000000,29,
olist_geolocation,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:09:57.8723315,2026-09-12T09:33:40.2741292,1.0,2026-09-12T09:33:40.0000000,2026-09-12T09:34:10.0000000,30,
olist_category_xlat,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T08:10:50.6874776,2026-09-12T09:34:33.4528507,1.0,2026-09-12T09:34:33.0000000,2026-09-12T09:35:03.0000000,30,
br_merchant_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,FAILED,2026-09-12T08:11:47.4128838,2026-09-12T09:35:29.0695006,,2026-09-12T09:35:29.0000000,2026-09-12T09:35:56.0000000,27,"Quality gate failed: expected at least 22 files, got 0"
za_vendor_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,FAILED,2026-09-12T08:12:41.7087981,2026-09-12T09:36:27.9959533,,2026-09-12T09:36:28.0000000,2026-09-12T09:36:55.0000000,27,"Quality gate failed: expected at least 22 files, got 0"
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:20:22.0170261,2026-09-12T09:37:15.1448078,0.0,2026-09-12T09:37:15.0000000,2026-09-12T09:37:44.0000000,29,
